transaction_id,customer_id,product_id,product_name,category,quantity,unit_price,amount,payment_method,status,transaction_timestamp,city
T0006896,C02675,P013,Dry Fruits,Grocery,1,1244,1244,UPI,SUCCESS,2026-08-21 14:32:50,Ahmedabad
T0006897,C02632,P010,Backpack,Fashion,1,1563,1563,CARD,FAILED,2026-08-21 23:26:23,Pune
T0006898,C00570,P018,Lamp,Home,2,1194,2388,UPI,SUCCESS,2026-08-21 04:24:41,Ahmedabad
T0006899,C01703,P019,Bedsheet,Home,1,1805,1805,NETBANKING,SUCCESS,2026-08-21 08:31:43,Chennai
T0006900,C01640,P003,Headphones,Electronics,4,2624,10496,WALLET,SUCCESS,2026-08-21 17:47:16,Bangalore
T0006901,C04960,P020,Cookware,Home,1,2457,2457,NETBANKING,SUCCESS,2026-08-21 21:51:57,Noida
T0006902,C00413,P021,Cricket Bat,Sports,5,4749,23745,UPI,SUCCESS,2026-08-21 04:40:39,Pune
T0006903,C02424,P006,Shoes,Fashion,1,2742,2742,WALLET,PENDING,2026-08-21 18:05:42,Hyderabad
T0006904,C00441,P011,Rice Bag,Grocery,1,1326,1326,UPI,SUCCESS,2026-08-21 04:59:20,Pune
T0006905,C00566,P007,Jeans,Fashion,5,2059,10295,NETBANKING,SUCCESS,2026-08-21 06:32:36,Kolkata
T0006906,C01600,P010,Backpack,Fashion,4,1597,6388,CARD,SUCCESS,2026-08-21 03:42:41,Ahmedabad
T0006907,C04698,P011,Rice Bag,Grocery,2,1093,2186,UPI,SUCCESS,2026-08-21 03:45:20,Noida
T0006908,C04612,P017,Table,Home,4,5999,23996,NETBANKING,SUCCESS,2026-08-21 00:01:21,Bangalore
T0006909,C04753,P015,Tea,Grocery,5,406,2030,WALLET,SUCCESS,2026-08-21 12:31:46,Ahmedabad
T0006910,C04590,P016,Chair,Home,4,4160,16640,UPI,SUCCESS,2026-08-21 14:21:42,Mumbai
T0006911,C00284,P024,Dumbbells,Sports,1,5312,5312,UPI,SUCCESS,2026-08-21 03:52:01,Bangalore
T0006912,C01270,P025,Running Shoes,Sports,5,3675,18375,UPI,SUCCESS,2026-08-21 10:55:20,Pune
T0006913,C00717,P007,Jeans,Fashion,2,1728,3456,WALLET,FAILED,2026-08-21 00:08:58,Hyderabad
T0006914,C04747,P023,Yoga Mat,Sports,4,990,3960,NETBANKING,SUCCESS,2026-08-21 08:27:39,Chennai
T0006915,C04143,P025,Running Shoes,Sports,1,3830,3830,UPI,SUCCESS,2026-08-21 19:55:23,Chennai
T0006916,C02558,P004,Television,Electronics,5,36944,184720,COD,PENDING,2026-08-21 13:24:33,Noida
T0006917,C04645,P013,Dry Fruits,Grocery,1,1603,1603,COD,FAILED,2026-08-21 14:58:37,Chennai
T0006918,C04946,P017,Table,Home,5,6411,32055,WALLET,PENDING,2026-08-21 16:16:44,Mumbai
T0006919,C00644,P020,Cookware,Home,2,2724,5448,CARD,FAILED,2026-08-21 08:56:21,Bangalore
T0006920,C04876,P023,Yoga Mat,Sports,2,1018,2036,WALLET,SUCCESS,2026-08-21 14:47:17,Noida
T0006921,C04086,P012,Cooking Oil,Grocery,2,908,1816,COD,PENDING,2026-08-21 13:30:36,Hyderabad
T0006922,C01025,P024,Dumbbells,Sports,5,3873,19365,NETBANKING,SUCCESS,2026-08-21 14:43:36,Kolkata
T0006923,C01291,P001,Laptop,Electronics,5,43690,218450,CARD,PENDING,2026-08-21 03:47:28,Pune
T0006924,C02554,P007,Jeans,Fashion,5,1843,9215,WALLET,FAILED,2026-08-21 17:28:59,Noida
T0006925,C00512,P016,Chair,Home,5,3855,19275,NETBANKING,SUCCESS,2026-08-21 14:53:39,Delhi
T0006926,C00255,P021,Cricket Bat,Sports,5,4765,23825,CARD,SUCCESS,2026-08-21 08:52:46,Kolkata
T0006927,C00401,P005,Smartwatch,Electronics,4,7348,29392,COD,SUCCESS,2026-08-21 06:41:56,Mumbai
T0006928,C04193,P020,Cookware,Home,2,2538,5076,NETBANKING,SUCCESS,2026-08-21 12:42:46,Noida
T0006929,C03657,P009,T-Shirt,Fashion,2,783,1566,CARD,SUCCESS,2026-08-21 23:50:07,Chennai
T0006930,C02568,P006,Shoes,Fashion,1,2503,2503,WALLET,SUCCESS,2026-08-21 08:12:41,Bangalore
T0006931,C04482,P019,Bedsheet,Home,3,1717,5151,UPI,SUCCESS,2026-08-21 16:29:14,Chennai
T0006932,C01673,P008,Jacket,Fashion,1,3000,3000,NETBANKING,SUCCESS,2026-08-21 20:17:19,Delhi
T0006933,C04456,P010,Backpack,Fashion,5,1358,6790,NETBANKING,SUCCESS,2026-08-21 07:09:10,Jaipur
T0006934,C02748,P017,Table,Home,4,7092,28368,CARD,SUCCESS,2026-08-21 08:28:55,Pune
T0006935,C02425,P016,Chair,Home,5,3610,18050,UPI,SUCCESS,2026-08-21 07:24:07,Ahmedabad
T0006936,C03827,P017,Table,Home,2,6181,12362,WALLET,SUCCESS,2026-08-21 09:36:22,Kolkata
T0006937,C03101,P012,Cooking Oil,Grocery,2,795,1590,WALLET,PENDING,2026-08-21 23:52:40,Mumbai
T0006938,C04395,P017,Table,Home,3,7996,23988,CARD,SUCCESS,2026-08-21 16:13:51,Pune
T0006939,C00696,P004,Television,Electronics,2,37761,75522,UPI,FAILED,2026-08-21 22:51:25,Bangalore
T0006940,C01485,P022,Football,Sports,1,1682,1682,UPI,SUCCESS,2026-08-21 17:34:31,Jaipur
T0006941,C02927,P025,Running Shoes,Sports,4,4167,16668,UPI,FAILED,2026-08-21 04:15:59,Noida
T0006942,C01249,P012,Cooking Oil,Grocery,1,743,743,NETBANKING,SUCCESS,2026-08-21 12:29:21,Kolkata
T0006943,C02461,P002,Mobile,Electronics,5,19186,95930,CARD,SUCCESS,2026-08-21 14:40:01,Hyderabad
T0006944,C00455,P025,Running Shoes,Sports,4,3771,15084,NETBANKING,SUCCESS,2026-08-21 02:06:16,Jaipur
T0006945,C00783,P020,Cookware,Home,3,3283,9849,WALLET,SUCCESS,2026-08-21 09:18:26,Pune
T0006946,C02197,P003,Headphones,Electronics,3,2913,8739,UPI,SUCCESS,2026-08-21 18:28:44,Bangalore
T0006947,C00112,P008,Jacket,Fashion,5,3282,16410,NETBANKING,PENDING,2026-08-21 17:03:27,Delhi
T0006948,C03995,P010,Backpack,Fashion,5,1583,7915,WALLET,SUCCESS,2026-08-21 19:32:52,Hyderabad
T0006949,C03675,P007,Jeans,Fashion,3,1945,5835,COD,FAILED,2026-08-21 10:20:49,Pune
T0006950,C01674,P016,Chair,Home,5,2991,14955,WALLET,SUCCESS,2026-08-21 15:40:20,Bangalore
T0006951,C00148,P012,Cooking Oil,Grocery,3,818,2454,UPI,PENDING,2026-08-21 10:24:40,Ahmedabad
T0006952,C00718,P007,Jeans,Fashion,3,1723,5169,UPI,PENDING,2026-08-21 22:49:09,Jaipur
T0006953,C02520,P022,Football,Sports,5,1552,7760,NETBANKING,SUCCESS,2026-08-21 03:31:22,Mumbai
T0006954,C01454,P022,Football,Sports,5,1378,6890,CARD,FAILED,2026-08-21 12:40:21,Mumbai
T0006955,C01633,P021,Cricket Bat,Sports,1,3935,3935,UPI,SUCCESS,2026-08-21 23:18:11,Noida
T0006956,C02784,P009,T-Shirt,Fashion,1,967,967,UPI,SUCCESS,2026-08-21 04:38:08,Ahmedabad
T0006957,C02103,P013,Dry Fruits,Grocery,5,1358,6790,COD,SUCCESS,2026-08-21 09:21:40,Hyderabad
T0006958,C02013,P019,Bedsheet,Home,2,1629,3258,COD,SUCCESS,2026-08-21 10:35:19,Delhi
T0006959,C04075,P003,Headphones,Electronics,1,2768,2768,NETBANKING,SUCCESS,2026-08-21 12:04:02,Mumbai
T0006960,C04507,P001,Laptop,Electronics,3,51957,155871,NETBANKING,SUCCESS,2026-08-21 14:30:43,Mumbai
T0006961,C04715,P006,Shoes,Fashion,2,2257,4514,COD,PENDING,2026-08-21 21:17:39,Hyderabad
T0006962,C04160,P002,Mobile,Electronics,3,24869,74607,WALLET,SUCCESS,2026-08-21 18:43:04,Hyderabad
T0006963,C01600,P009,T-Shirt,Fashion,3,930,2790,UPI,SUCCESS,2026-08-21 07:51:37,Jaipur
T0006964,C02506,P022,Football,Sports,1,1769,1769,COD,SUCCESS,2026-08-21 01:16:04,Chennai
T0006965,C01413,P005,Smartwatch,Electronics,2,6997,13994,CARD,SUCCESS,2026-08-21 17:35:20,Noida
T0006966,C00473,P013,Dry Fruits,Grocery,2,1618,3236,COD,SUCCESS,2026-08-21 00:45:21,Delhi
T0006967,C01818,P009,T-Shirt,Fashion,4,979,3916,WALLET,PENDING,2026-08-21 22:52:57,Ahmedabad
T0006968,C03153,P005,Smartwatch,Electronics,1,6228,6228,COD,PENDING,2026-08-21 03:09:57,Jaipur
T0006969,C00086,P005,Smartwatch,Electronics,1,6678,6678,NETBANKING,PENDING,2026-08-21 15:04:13,Pune
T0006970,C03252,P020,Cookware,Home,3,2458,7374,NETBANKING,SUCCESS,2026-08-21 16:50:28,Kolkata
T0006971,C01459,P013,Dry Fruits,Grocery,1,1531,1531,WALLET,SUCCESS,2026-08-21 05:16:09,Delhi
T0006972,C02184,P019,Bedsheet,Home,2,1413,2826,UPI,FAILED,2026-08-21 03:59:12,Jaipur
T0006973,C04117,P003,Headphones,Electronics,4,2697,10788,WALLET,SUCCESS,2026-08-21 14:16:19,Pune
T0006974,C00368,P007,Jeans,Fashion,4,1917,7668,NETBANKING,SUCCESS,2026-08-21 01:07:41,Mumbai
T0006975,C02819,P019,Bedsheet,Home,3,1889,5667,WALLET,SUCCESS,2026-08-21 11:51:53,Bangalore
T0006976,C00198,P021,Cricket Bat,Sports,4,3504,14016,WALLET,PENDING,2026-08-21 16:06:39,Kolkata
T0006977,C02348,P013,Dry Fruits,Grocery,4,1196,4784,CARD,FAILED,2026-08-21 09:41:49,Chennai
T0006978,C04817,P001,Laptop,Electronics,1,43122,43122,WALLET,FAILED,2026-08-21 02:21:39,Jaipur
T0006979,C04438,P008,Jacket,Fashion,4,3196,12784,NETBANKING,SUCCESS,2026-08-21 17:50:35,
T0006980,C02072,P024,Dumbbells,Sports,4,4537,18148,CARD,SUCCESS,2026-08-21 08:11:56,Noida
T0006981,C04574,P006,Shoes,Fashion,1,2858,2858,COD,SUCCESS,2026-08-21 22:10:39,Ahmedabad
T0006982,C04204,P009,T-Shirt,Fashion,2,1071,2142,WALLET,SUCCESS,2026-08-21 04:22:49,Noida
T0006983,C00877,P020,Cookware,Home,2,2703,5406,COD,PENDING,2026-08-21 02:50:54,Ahmedabad
T0006984,C02427,P025,Running Shoes,Sports,1,3590,3590,UPI,FAILED,2026-08-21 22:49:48,Delhi
T0006985,C03580,P001,Laptop,Electronics,5,52229,261145,COD,SUCCESS,2026-08-21 22:22:41,Jaipur
T0006986,C01742,P013,Dry Fruits,Grocery,5,1274,6370,UPI,SUCCESS,2026-08-21 06:00:30,Mumbai
T0006987,C00244,P012,Cooking Oil,Grocery,4,825,3300,CARD,SUCCESS,2026-08-21 13:11:15,Jaipur
T0006988,C03402,P017,Table,Home,1,8078,8078,WALLET,SUCCESS,2026-08-21 01:24:45,Noida
T0006989,C04273,P013,Dry Fruits,Grocery,5,1466,7330,WALLET,SUCCESS,2026-08-21 21:09:42,Jaipur
T0006990,C00532,P011,Rice Bag,Grocery,3,1117,3351,COD,SUCCESS,2026-08-21 10:21:09,Hyderabad
T0006991,C03458,P022,Football,Sports,3,1729,5187,UPI,SUCCESS,2026-08-21 19:19:38,Delhi
T0006992,C02419,P023,Yoga Mat,Sports,2,952,1904,COD,PENDING,2026-08-21 15:45:11,Noida
T0006993,C00984,P011,Rice Bag,Grocery,3,1101,3303,COD,SUCCESS,2026-08-21 13:29:04,Jaipur
T0006994,C02550,P008,Jacket,Fashion,3,3610,10830,NETBANKING,FAILED,2026-08-21 13:34:04,Chennai
T0006995,C04054,P012,Cooking Oil,Grocery,1,804,804,COD,SUCCESS,2026-08-21 18:56:42,Bangalore
T0006996,C01775,P005,Smartwatch,Electronics,4,6657,26628,CARD,SUCCESS,2026-08-21 08:38:50,Noida
T0006997,C01532,P005,Smartwatch,Electronics,3,5983,17949,UPI,SUCCESS,2026-08-21 10:50:00,Noida
T0006998,C03664,P001,Laptop,Electronics,4,50442,201768,COD,SUCCESS,2026-08-21 09:58:56,Jaipur
T0006999,C02456,P004,Television,Electronics,4,28418,113672,CARD,SUCCESS,2026-08-21 14:39:25,Kolkata
T0007000,C03062,P021,Cricket Bat,Sports,3,4691,14073,WALLET,SUCCESS,2026-08-21 21:13:21,Pune
T0007001,C02579,P003,Headphones,Electronics,3,2905,8715,COD,FAILED,2026-08-21 03:01:44,Jaipur
T0007002,C02174,P008,Jacket,Fashion,5,3003,15015,UPI,PENDING,2026-08-21 07:24:50,Delhi
T0007003,C01033,P011,Rice Bag,Grocery,5,1205,6025,NETBANKING,SUCCESS,2026-08-21 22:34:17,Hyderabad
T0007004,C04631,P024,Dumbbells,Sports,2,3951,7902,UPI,PENDING,2026-08-21 06:24:16,Pune
T0007005,C04127,P007,Jeans,Fashion,4,1643,6572,UPI,SUCCESS,2026-08-21 21:26:15,Chennai
T0007006,C01699,P015,Tea,Grocery,4,408,1632,NETBANKING,SUCCESS,2026-08-21 14:09:56,Chennai
T0007007,C00367,P012,Cooking Oil,Grocery,1,722,722,UPI,SUCCESS,2026-08-21 13:46:34,Bangalore
T0007008,C00704,P019,Bedsheet,Home,2,1610,3220,NETBANKING,SUCCESS,2026-08-21 12:45:25,Kolkata
T0007009,C04421,P011,Rice Bag,Grocery,1,1029,1029,WALLET,SUCCESS,2026-08-21 09:42:48,Pune
T0007010,C04038,P001,Laptop,Electronics,4,45183,180732,UPI,SUCCESS,2026-08-21 03:22:20,Delhi
T0007011,C01623,P002,Mobile,Electronics,3,24915,74745,WALLET,SUCCESS,2026-08-21 23:59:15,Noida
T0007012,C02068,P002,Mobile,Electronics,2,25216,50432,UPI,FAILED,2026-08-21 02:19:08,Bangalore
T0007013,C01099,P007,Jeans,Fashion,3,2128,6384,COD,PENDING,2026-08-21 18:37:28,Mumbai
T0007014,C04712,P003,Headphones,Electronics,1,2403,2403,UPI,SUCCESS,2026-08-21 19:33:15,Noida
T0007015,C00375,P009,T-Shirt,Fashion,4,966,3864,WALLET,SUCCESS,2026-08-21 05:33:53,Mumbai
T0007016,C04548,P013,Dry Fruits,Grocery,5,1369,6845,NETBANKING,SUCCESS,2026-08-21 11:48:23,Ahmedabad
T0007017,C04264,P017,Table,Home,5,6659,33295,NETBANKING,SUCCESS,2026-08-21 08:42:43,Hyderabad
T0007018,C04655,P005,Smartwatch,Electronics,1,6154,6154,WALLET,SUCCESS,2026-08-21 08:51:07,Delhi
T0007019,C02474,P016,Chair,Home,2,3740,7480,NETBANKING,SUCCESS,2026-08-21 11:18:06,Chennai
T0007020,C00987,P010,Backpack,Fashion,5,1393,6965,CARD,PENDING,2026-08-21 14:51:21,Delhi
T0007021,C03716,P005,Smartwatch,Electronics,4,7205,28820,UPI,SUCCESS,2026-08-21 07:54:44,Hyderabad
T0007022,C03924,P004,Television,Electronics,5,28018,140090,NETBANKING,SUCCESS,2026-08-21 22:39:46,Chennai
T0007023,C02204,P017,Table,Home,5,6786,33930,COD,PENDING,2026-08-21 04:16:55,Ahmedabad
T0007024,C02421,P013,Dry Fruits,Grocery,4,1217,4868,CARD,SUCCESS,2026-08-21 08:38:02,Ahmedabad
T0007025,C02319,P018,Lamp,Home,1,1247,1247,NETBANKING,SUCCESS,2026-08-21 16:24:02,Noida
T0007026,C01359,P003,Headphones,Electronics,3,2843,8529,CARD,FAILED,2026-08-21 10:17:05,Hyderabad
T0007027,C02222,P008,Jacket,Fashion,3,2790,8370,CARD,SUCCESS,2026-08-21 08:30:32,Chennai
T0007028,C00033,P019,Bedsheet,Home,5,1825,9125,NETBANKING,SUCCESS,2026-08-21 23:50:44,Hyderabad
T0007029,C00197,P024,Dumbbells,Sports,1,4860,4860,CARD,PENDING,2026-08-21 03:30:50,Bangalore
T0007030,C02988,P023,Yoga Mat,Sports,3,1058,3174,COD,SUCCESS,2026-08-21 08:34:11,Hyderabad
T0007031,C02059,P023,Yoga Mat,Sports,1,816,816,COD,SUCCESS,2026-08-21 08:45:16,Pune
T0007032,C01030,P016,Chair,Home,4,3306,13224,WALLET,SUCCESS,2026-08-21 01:55:02,Ahmedabad
T0007033,C01206,P009,T-Shirt,Fashion,1,857,857,CARD,SUCCESS,2026-08-21 19:44:36,Bangalore
T0007034,C03916,P021,Cricket Bat,Sports,3,4649,13947,NETBANKING,SUCCESS,2026-08-21 02:09:01,Pune
T0007035,C04894,P023,Yoga Mat,Sports,3,893,2679,COD,SUCCESS,2026-08-21 21:39:57,Jaipur
T0007036,C01897,P011,Rice Bag,Grocery,3,1107,3321,UPI,SUCCESS,2026-08-21 20:51:21,Ahmedabad
T0007037,C01264,P011,Rice Bag,Grocery,2,1099,2198,CARD,SUCCESS,2026-08-21 20:54:26,Jaipur
T0007038,C01807,P016,Chair,Home,1,4127,4127,CARD,SUCCESS,2026-08-21 13:22:20,Delhi
T0007039,C00030,P014,Flour,Grocery,2,669,1338,WALLET,SUCCESS,2026-08-21 21:41:57,Bangalore
T0007040,C03758,P023,Yoga Mat,Sports,1,1003,1003,UPI,SUCCESS,2026-08-21 05:16:08,Jaipur
T0007041,,P015,Tea,Grocery,5,427,2135,COD,SUCCESS,2026-08-21 13:35:06,Pune
T0007042,C02952,P017,Table,Home,4,6202,24808,UPI,SUCCESS,2026-08-21 22:05:51,Delhi
T0007043,C02088,P023,Yoga Mat,Sports,4,878,3512,UPI,SUCCESS,2026-08-21 22:41:58,Noida
T0007044,C00957,P024,Dumbbells,Sports,2,4879,9758,WALLET,SUCCESS,2026-08-21 13:51:35,Ahmedabad
T0007045,C03453,P013,Dry Fruits,Grocery,1,1440,1440,UPI,SUCCESS,2026-08-21 07:54:18,Chennai
T0007046,C00902,P022,Football,Sports,4,1603,6412,COD,SUCCESS,2026-08-21 14:12:45,Noida
T0007047,C04327,P015,Tea,Grocery,1,528,528,WALLET,SUCCESS,2026-08-21 14:54:42,Hyderabad
T0007048,C00063,P002,Mobile,Electronics,4,19295,77180,WALLET,SUCCESS,2026-08-21 04:50:18,Ahmedabad
T0007049,C00685,P003,Headphones,Electronics,2,2564,5128,CARD,SUCCESS,2026-08-21 02:42:12,Delhi
T0007050,C02942,P001,Laptop,Electronics,3,48570,145710,COD,SUCCESS,2026-08-21 10:05:10,Mumbai
T0007051,C02252,P024,Dumbbells,Sports,4,4197,16788,UPI,SUCCESS,2026-08-21 20:52:44,Bangalore
T0007052,C02466,P022,Football,Sports,3,1557,4671,WALLET,SUCCESS,2026-08-21 18:53:47,Mumbai
T0007053,C00584,P013,Dry Fruits,Grocery,2,1283,2566,COD,SUCCESS,2026-08-21 14:21:12,Mumbai
T0007054,C01195,P012,Cooking Oil,Grocery,2,992,1984,UPI,SUCCESS,2026-08-21 07:21:39,Delhi
T0007055,C01564,P009,T-Shirt,Fashion,2,1057,2114,NETBANKING,PENDING,2026-08-21 17:32:44,Pune
T0007056,C01232,P022,Football,Sports,4,1524,6096,COD,SUCCESS,2026-08-21 19:47:15,Chennai
T0007057,C04493,P012,Cooking Oil,Grocery,2,837,1674,NETBANKING,PENDING,2026-08-21 04:36:38,Noida
T0007058,C01174,P009,T-Shirt,Fashion,4,907,3628,WALLET,SUCCESS,2026-08-21 07:50:17,Bangalore
T0007059,C00944,P024,Dumbbells,Sports,1,4408,4408,CARD,SUCCESS,2026-08-21 12:16:03,Ahmedabad
T0007060,C04572,P017,Table,Home,2,6597,13194,NETBANKING,SUCCESS,2026-08-21 14:02:18,Kolkata
T0007061,C03237,P019,Bedsheet,Home,2,1398,2796,UPI,SUCCESS,2026-08-21 23:12:13,Chennai
T0007062,C03978,P002,Mobile,Electronics,1,21039,21039,NETBANKING,SUCCESS,2026-08-21 11:23:38,Noida
T0007063,C04172,P017,Table,Home,5,6067,30335,UPI,SUCCESS,2026-08-21 11:20:36,Chennai
T0007064,C04616,P014,Flour,Grocery,4,517,2068,WALLET,SUCCESS,2026-08-21 01:44:35,Ahmedabad
T0007065,C01977,P012,Cooking Oil,Grocery,1,770,770,WALLET,FAILED,2026-08-21 03:51:21,Delhi
T0007066,C04907,P011,Rice Bag,Grocery,2,1168,2336,WALLET,SUCCESS,2026-08-21 08:08:24,Kolkata
T0007067,C01685,P022,Football,Sports,1,1298,1298,WALLET,SUCCESS,2026-08-21 20:03:12,Delhi
T0007068,C00453,P013,Dry Fruits,Grocery,1,1275,1275,COD,SUCCESS,2026-08-21 19:11:03,Chennai
T0007069,C02188,P003,Headphones,Electronics,1,2822,2822,COD,SUCCESS,2026-08-21 03:38:45,Jaipur
T0007070,C00193,P001,Laptop,Electronics,3,50479,151437,CARD,PENDING,2026-08-21 16:59:53,Noida
T0007071,C03053,P004,Television,Electronics,2,29794,59588,WALLET,SUCCESS,2026-08-21 19:00:02,Jaipur
T0007072,C02633,P004,Television,Electronics,4,30363,121452,CARD,FAILED,2026-08-21 10:12:36,Chennai
T0007073,C00645,P020,Cookware,Home,5,3274,16370,UPI,SUCCESS,2026-08-21 23:14:33,Hyderabad
T0007074,C03462,P022,Football,Sports,3,1742,5226,UPI,SUCCESS,2026-08-21 21:52:08,Jaipur
T0007075,C04287,P012,Cooking Oil,Grocery,3,807,2421,CARD,SUCCESS,2026-08-21 21:21:43,Kolkata
T0007076,C01786,P003,Headphones,Electronics,2,2289,4578,UPI,SUCCESS,2026-08-21 23:53:46,Ahmedabad
T0007077,C02423,P017,Table,Home,1,8232,8232,WALLET,SUCCESS,2026-08-21 21:19:59,Jaipur
T0007078,C00313,P018,Lamp,Home,2,1073,2146,UPI,SUCCESS,2026-08-21 12:28:05,Jaipur
T0007079,C02296,P024,Dumbbells,Sports,3,3832,11496,NETBANKING,SUCCESS,2026-08-21 04:28:51,Ahmedabad
T0007080,C03558,P018,Lamp,Home,1,1064,1064,NETBANKING,SUCCESS,2026-08-21 13:36:05,Bangalore
T0007081,C01765,P010,Backpack,Fashion,3,1377,4131,CARD,SUCCESS,2026-08-21 23:44:25,Pune
T0007082,C04967,P024,Dumbbells,Sports,1,4791,4791,UPI,SUCCESS,2026-08-21 00:44:19,Hyderabad
T0007083,C04747,P017,Table,Home,4,7317,29268,WALLET,SUCCESS,2026-08-21 14:40:33,Noida
T0007084,C03721,P009,T-Shirt,Fashion,1,924,924,WALLET,SUCCESS,2026-08-21 13:48:00,Hyderabad
T0007085,C00041,P017,Table,Home,4,6054,24216,WALLET,SUCCESS,2026-08-21 09:25:53,Ahmedabad
T0007086,C01890,P017,Table,Home,5,7765,38825,CARD,SUCCESS,2026-08-21 23:07:29,Bangalore
T0007087,C02360,P003,Headphones,Electronics,5,2317,11585,COD,SUCCESS,2026-08-21 09:08:24,Jaipur
T0007088,C00275,P012,Cooking Oil,Grocery,1,818,818,CARD,SUCCESS,2026-08-21 11:29:37,Bangalore
T0007089,C03778,P002,Mobile,Electronics,1,22510,22510,CARD,SUCCESS,2026-08-21 14:48:02,Chennai
T0007090,C04366,P002,Mobile,Electronics,5,21927,109635,UPI,PENDING,2026-08-21 12:00:12,Mumbai
T0007091,C01731,P013,Dry Fruits,Grocery,5,1600,8000,COD,SUCCESS,2026-08-21 07:07:24,Jaipur
T0007092,C03025,P001,Laptop,Electronics,3,46321,138963,UPI,FAILED,2026-08-21 18:32:41,Hyderabad
T0007093,C00615,P021,Cricket Bat,Sports,5,3701,18505,COD,SUCCESS,2026-08-21 16:17:38,Noida
T0007094,C04091,P016,Chair,Home,2,3095,6190,WALLET,PENDING,2026-08-21 17:43:54,Bangalore
T0007095,C01674,P025,Running Shoes,Sports,2,3532,7064,UPI,SUCCESS,2026-08-21 10:13:48,Pune
T0007096,C04428,P020,Cookware,Home,4,2403,9612,UPI,SUCCESS,2026-08-21 06:32:53,Pune
T0007097,C03348,P025,Running Shoes,Sports,4,3549,14196,WALLET,SUCCESS,2026-08-21 16:21:56,Hyderabad
T0007098,C04225,P016,Chair,Home,2,3152,6304,COD,PENDING,2026-08-21 04:35:32,Chennai
T0007099,C04490,P001,Laptop,Electronics,3,51558,154674,COD,PENDING,2026-08-21 06:58:08,Bangalore
T0007100,C02293,P008,Jacket,Fashion,3,3791,11373,WALLET,SUCCESS,2026-08-21 07:05:13,Pune
T0007101,C01856,P002,Mobile,Electronics,3,25252,75756,COD,SUCCESS,2026-08-21 02:26:06,Kolkata
T0007102,C00392,P013,Dry Fruits,Grocery,5,1653,8265,COD,SUCCESS,2026-08-21 11:31:53,Kolkata
T0007103,C03472,P012,Cooking Oil,Grocery,4,777,3108,NETBANKING,SUCCESS,2026-08-21 22:19:04,Delhi
T0007104,C04124,P012,Cooking Oil,Grocery,3,757,2271,UPI,PENDING,2026-08-21 14:19:08,Delhi
T0007105,C03762,P008,Jacket,Fashion,1,3138,3138,NETBANKING,SUCCESS,2026-08-21 09:14:01,Pune
T0007106,C02845,P016,Chair,Home,1,3443,3443,NETBANKING,FAILED,2026-08-21 19:07:25,Pune
T0007107,C02047,P022,Football,Sports,2,1719,3438,UPI,SUCCESS,2026-08-21 18:47:26,Kolkata
T0007108,C01073,P003,Headphones,Electronics,2,2661,5322,CARD,UNKNOWN,2026-08-21 11:38:04,Chennai
T0007109,C02579,P013,Dry Fruits,Grocery,4,1482,5928,WALLET,PENDING,2026-08-21 19:48:15,Chennai
T0007110,C03044,P021,Cricket Bat,Sports,3,3935,11805,CARD,SUCCESS,2026-08-21 03:00:14,Hyderabad
T0007111,C03291,P011,Rice Bag,Grocery,5,1417,7085,UPI,SUCCESS,2026-08-21 22:05:27,Ahmedabad
T0007112,C00210,P017,Table,Home,3,7008,21024,COD,SUCCESS,2026-08-21 08:38:48,Hyderabad
T0007113,C02105,P023,Yoga Mat,Sports,2,773,1546,WALLET,SUCCESS,2026-08-21 21:30:37,Ahmedabad
T0007114,C02277,P014,Flour,Grocery,2,576,1152,WALLET,SUCCESS,2026-08-21 20:28:37,Chennai
T0007115,C03184,P008,Jacket,Fashion,2,3354,6708,UPI,SUCCESS,2026-08-21 06:15:43,Chennai
T0007116,C02015,P003,Headphones,Electronics,5,2666,13330,COD,SUCCESS,2026-08-21 01:57:34,Noida
T0007117,C01735,P025,Running Shoes,Sports,3,3592,10776,WALLET,SUCCESS,2026-08-21 02:34:29,Ahmedabad
T0007118,C00746,P010,Backpack,Fashion,4,1442,5768,UPI,PENDING,2026-08-21 12:34:26,Chennai
T0007119,C03155,P017,Table,Home,2,6856,13712,COD,SUCCESS,2026-08-21 01:00:01,Bangalore
T0007120,C02806,P007,Jeans,Fashion,2,1964,3928,NETBANKING,SUCCESS,2026-08-21 13:07:51,Ahmedabad
T0007121,C01367,P020,Cookware,Home,3,2812,8436,CARD,SUCCESS,2026-08-21 19:50:20,Hyderabad
T0007122,C02827,P025,Running Shoes,Sports,3,3306,9918,NETBANKING,FAILED,2026-08-21 19:10:07,Delhi
T0007123,C00701,P020,Cookware,Home,3,2411,7233,UPI,SUCCESS,2026-08-21 16:15:38,Ahmedabad
T0007124,C02056,P013,Dry Fruits,Grocery,3,1313,3939,UPI,SUCCESS,2026-08-21 21:10:37,Bangalore
T0007125,C01740,P020,Cookware,Home,3,3289,9867,COD,FAILED,2026-08-21 21:40:26,Mumbai
T0007126,C03511,P014,Flour,Grocery,2,544,1088,COD,SUCCESS,2026-08-21 01:07:08,Kolkata
T0007127,C01975,P003,Headphones,Electronics,3,2243,6729,NETBANKING,SUCCESS,2026-08-21 05:38:12,Ahmedabad
T0007128,C02528,P018,Lamp,Home,1,1092,1092,WALLET,PENDING,2026-08-21 07:04:22,Jaipur
